image_id,source_identity,source_dataset,source_id,site_id,camera_id,timestamp,group_id,polarity,split,image_path,label_path,cohort,source_sha256,decoded_sha256,compiled_sha256,phash,annotation_count,classes_present,review_status,task_id,parent_image_id,parent_source_sha256,view_kind,crop_x,crop_y,crop_width,crop_height,license_url,attribution
open-images-test-5081d95bcb4a2f36,open_images:test:5081d95bcb4a2f36,open_images,5081d95bcb4a2f36,,,,duplicate-7a9181c300c68f14fdb9,negative,train,images/train/open-images-test-5081d95bcb4a2f36.jpg,,public_v2,04f7a92f323b30e2cdee8256a8eb9763eaa4ecbdb2b9d90bdfa4d63e6237d901,f9cca105ad282238e81a6bc90f380b34c1f475dcf1455e22c330dfaa74ae85d5,04f7a92f323b30e2cdee8256a8eb9763eaa4ecbdb2b9d90bdfa4d63e6237d901,bbccc3388f6118b6,0,,accepted_negative,,,04f7a92f323b30e2cdee8256a8eb9763eaa4ecbdb2b9d90bdfa4d63e6237d901,full,,,,,,
open-images-test-50d54ce32b3699a7,open_images:test:50d54ce32b3699a7,open_images,50d54ce32b3699a7,,,,duplicate-f2f11773c3e88b4e292e,positive,train,images/train/open-images-test-50d54ce32b3699a7.jpg,labels/train/open-images-test-50d54ce32b3699a7.txt,public_v2,11c3bc9a06d04ff54b865c249b23f3e11c3b16759e022693d988ff5dee6dbf3e,48eaaa4b6676ea08093295e5a3e59649177d329d902bd25080a5bbadcbb1e283,11c3bc9a06d04ff54b865c249b23f3e11c3b16759e022693d988ff5dee6dbf3e,fb830464e591f969,6,person,source_verified,,,11c3bc9a06d04ff54b865c249b23f3e11c3b16759e022693d988ff5dee6dbf3e,full,,,,,,
open-images-test-50f5eadf215a31b6,open_images:test:50f5eadf215a31b6,open_images,50f5eadf215a31b6,,,,duplicate-99a49ea3373f57d05879,positive,train,images/train/open-images-test-50f5eadf215a31b6.jpg,labels/train/open-images-test-50f5eadf215a31b6.txt,public_v2,bf995166a439c4b01c120c8b23a31ce14957489cf412587533bb742db3e09c69,4742fe59571c419ec7e4b1c612fb4eb0eb5cef65094e1f6b2280cf5ec16d4f46,bf995166a439c4b01c120c8b23a31ce14957489cf412587533bb742db3e09c69,e1f48c8d93c971f0,1,person,source_verified,,,bf995166a439c4b01c120c8b23a31ce14957489cf412587533bb742db3e09c69,full,,,,,,
open-images-test-511cf87eaafffa24,open_images:test:511cf87eaafffa24,open_images,511cf87eaafffa24,,,,duplicate-722b8ddf23bb7a2394eb,positive,train,images/train/open-images-test-511cf87eaafffa24.jpg,labels/train/open-images-test-511cf87eaafffa24.txt,public_v2,9f4e73d4692fc784ea3fe711bdc0df83d19381e5f68ba14fe57be9954991d99f,23c67ca81f59ae6ea551a2765daaf2621736e1cb63f3c4bb7e24e85e56d682d2,9f4e73d4692fc784ea3fe711bdc0df83d19381e5f68ba14fe57be9954991d99f,b9c9e036564bb8a9,3,car;truck,source_verified,,,9f4e73d4692fc784ea3fe711bdc0df83d19381e5f68ba14fe57be9954991d99f,full,,,,,,
open-images-test-5144967602ba58b3,open_images:test:5144967602ba58b3,open_images,5144967602ba58b3,,,,duplicate-8c1ff7f81f918a3d0213,positive,train,images/train/open-images-test-5144967602ba58b3.jpg,labels/train/open-images-test-5144967602ba58b3.txt,public_v2,ab81fea45b1dffbc30060483af41a27e3e7e4c3d80a11fe3635dffad4accc30c,d2a749f8e6b50dda071ae567156f5b5a6128fd213d5f2587a6bcf13bac072922,ab81fea45b1dffbc30060483af41a27e3e7e4c3d80a11fe3635dffad4accc30c,fa97a15f4a48ad42,1,car,source_verified,,,ab81fea45b1dffbc30060483af41a27e3e7e4c3d80a11fe3635dffad4accc30c,full,,,,,,
open-images-test-5244864612b0d730,open_images:test:5244864612b0d730,open_images,5244864612b0d730,,,,duplicate-2b06f680057fb2cf9b6a,positive,train,images/train/open-images-test-5244864612b0d730.jpg,labels/train/open-images-test-5244864612b0d730.txt,public_v2,ea529fc4f0ea6536a7272d9b108a9d3667931a4048222276a2949aa22cd59790,a21325bb60bc23bab677be95469b62f446f4b0e835f427fe8dcf2f02e3ca6239,ea529fc4f0ea6536a7272d9b108a9d3667931a4048222276a2949aa22cd59790,c4b2e9cd8db4b072,19,person,source_verified,,,ea529fc4f0ea6536a7272d9b108a9d3667931a4048222276a2949aa22cd59790,full,,,,,,
open-images-test-52806385350cb39a,open_images:test:52806385350cb39a,open_images,52806385350cb39a,,,,duplicate-aa15e46600413769e9a3,positive,train,images/train/open-images-test-52806385350cb39a.jpg,labels/train/open-images-test-52806385350cb39a.txt,public_v2,5e98d2e2d7bd053b1e2021dd989e750ab78ee4e821cfb3493a1dfd93b68281a9,0ec23c40c4cdebffe94167f77860ae559ddb3da865f9409b8011f7a07b84de7d,5e98d2e2d7bd053b1e2021dd989e750ab78ee4e821cfb3493a1dfd93b68281a9,d2d4c7d2f02d250f,5,car;motorcycle;person,source_verified,,,5e98d2e2d7bd053b1e2021dd989e750ab78ee4e821cfb3493a1dfd93b68281a9,full,,,,,,
open-images-test-5283ae8e53787e68,open_images:test:5283ae8e53787e68,open_images,5283ae8e53787e68,,,,duplicate-f772522836996b288ee1,positive,train,images/train/open-images-test-5283ae8e53787e68.jpg,labels/train/open-images-test-5283ae8e53787e68.txt,public_v2,34a2aade1c7858d12ea2365ec73aa74c5349450a1aac1b47aa76cc7018035db4,e511fde5d6424ece10317cb36711ba662ec5c13850ffbd7226f897d3c90cccd3,34a2aade1c7858d12ea2365ec73aa74c5349450a1aac1b47aa76cc7018035db4,cc8dd1d1d6ea70d0,6,car;person;truck,complete,,,34a2aade1c7858d12ea2365ec73aa74c5349450a1aac1b47aa76cc7018035db4,full,,,,,,
open-images-test-532cd2e9ec45a281,open_images:test:532cd2e9ec45a281,open_images,532cd2e9ec45a281,,,,duplicate-7060e9fd36556e8134c7,positive,train,images/train/open-images-test-532cd2e9ec45a281.jpg,labels/train/open-images-test-532cd2e9ec45a281.txt,public_v2,f11eb83e39cd2fb729571cd0aa4e35746f5781132d84f6142df32fe8cfcf2a65,cc32629160e9c314de3b47177b0100fa9685bc648d8262addc25a78745db8d89,f11eb83e39cd2fb729571cd0aa4e35746f5781132d84f6142df32fe8cfcf2a65,cab4d583a91b7a68,11,car,source_verified,,,f11eb83e39cd2fb729571cd0aa4e35746f5781132d84f6142df32fe8cfcf2a65,full,,,,,,
open-images-test-53b61207cf3cf17a,open_images:test:53b61207cf3cf17a,open_images,53b61207cf3cf17a,,,,duplicate-bda35a39622e5d1a9be4,positive,train,images/train/open-images-test-53b61207cf3cf17a.jpg,labels/train/open-images-test-53b61207cf3cf17a.txt,public_v2,72f853a7b09066d3e2a52d019681a604573c56c315fb4b75fe92453f42540591,9978a2186a7180a6eff7de30ab44b39cbdfc363908615d4f8efadd35ee28c751,72f853a7b09066d3e2a52d019681a604573c56c315fb4b75fe92453f42540591,beb0165fc9b11159,1,person,source_verified,,,72f853a7b09066d3e2a52d019681a604573c56c315fb4b75fe92453f42540591,full,,,,,,
open-images-test-53f72a9071f0cad4,open_images:test:53f72a9071f0cad4,open_images,53f72a9071f0cad4,,,,duplicate-f5b6a26ec4905d99c843,positive,train,images/train/open-images-test-53f72a9071f0cad4.jpg,labels/train/open-images-test-53f72a9071f0cad4.txt,public_v2,0ce2e5cd18e4253bb779d65bce72c417e62aa1db8edacbf027aef906aa073e0e,d3e097ee722f325b14668ddece74989ea2b697e94a24532be2e13ad5a6fd7e01,0ce2e5cd18e4253bb779d65bce72c417e62aa1db8edacbf027aef906aa073e0e,b30e1c73b73c6069,5,bicycle;person,complete,,,0ce2e5cd18e4253bb779d65bce72c417e62aa1db8edacbf027aef906aa073e0e,full,,,,,,
open-images-test-5444e9a99d923bba,open_images:test:5444e9a99d923bba,open_images,5444e9a99d923bba,,,,duplicate-e5865699eddcf488e1a6,positive,train,images/train/open-images-test-5444e9a99d923bba.jpg,labels/train/open-images-test-5444e9a99d923bba.txt,public_v2,6b8c0a2980d588758942f8655926652bd0ac98c49d621ce2a9f0e3fecbdc512f,0a48a201d711202c6dec7229cb9e604bf6405449d04b711819cd96983f10e5ee,6b8c0a2980d588758942f8655926652bd0ac98c49d621ce2a9f0e3fecbdc512f,b652c92707e12f96,2,car,source_verified,,,6b8c0a2980d588758942f8655926652bd0ac98c49d621ce2a9f0e3fecbdc512f,full,,,,,,
open-images-test-54b57ffd1f9208fa,open_images:test:54b57ffd1f9208fa,open_images,54b57ffd1f9208fa,,,,duplicate-c44abd61fc9cecd48154,positive,train,images/train/open-images-test-54b57ffd1f9208fa.jpg,labels/train/open-images-test-54b57ffd1f9208fa.txt,public_v2,56f69381332df7530c77c4759e31b4f16c7b1e9f63034dd1939c36579fdb3690,35eb3199f52166fb99b9ac93e5e5482e42d47c3c1e8e102ec2af7df0f5c0d6b2,56f69381332df7530c77c4759e31b4f16c7b1e9f63034dd1939c36579fdb3690,c810dc5715d9f369,2,bicycle;motorcycle,source_verified,,,56f69381332df7530c77c4759e31b4f16c7b1e9f63034dd1939c36579fdb3690,full,,,,,,
open-images-test-54e2ff91b82e4474,open_images:test:54e2ff91b82e4474,open_images,54e2ff91b82e4474,,,,duplicate-79f595976760ecac68d2,positive,train,images/train/open-images-test-54e2ff91b82e4474.jpg,labels/train/open-images-test-54e2ff91b82e4474.txt,public_v2,fd18768daa4f46d488c11cae1f3ffa5a08c6c41e1567216990c5160fd7f2fed1,cdc2f728fd9df889ec7b7cbbefb69bcdae1a909cf38f2e42a0ef4b4f4fe330bf,fd18768daa4f46d488c11cae1f3ffa5a08c6c41e1567216990c5160fd7f2fed1,96bdb91609c4d4e5,5,person,source_verified,,,fd18768daa4f46d488c11cae1f3ffa5a08c6c41e1567216990c5160fd7f2fed1,full,,,,,,
open-images-test-55decf157c858e57,open_images:test:55decf157c858e57,open_images,55decf157c858e57,,,,duplicate-072b5415a60e9557d146,positive,train,images/train/open-images-test-55decf157c858e57.jpg,labels/train/open-images-test-55decf157c858e57.txt,public_v2,9ffd93402cd9b7f9136c63cf6607c3976eb6b24817c636861b8a18675498e1b0,e45c737a64980b9ff7760572c1568f4ec2eabba23309216883a47b47a701c8aa,9ffd93402cd9b7f9136c63cf6607c3976eb6b24817c636861b8a18675498e1b0,f58ea89add662309,6,person,source_verified,,,9ffd93402cd9b7f9136c63cf6607c3976eb6b24817c636861b8a18675498e1b0,full,,,,,,
open-images-test-566437c52a1ae86b,open_images:test:566437c52a1ae86b,open_images,566437c52a1ae86b,,,,duplicate-cd9d3294cf096457e283,positive,train,images/train/open-images-test-566437c52a1ae86b.jpg,labels/train/open-images-test-566437c52a1ae86b.txt,public_v2,c87789cce23220246602be403a90d39e7b71ccf3233105a63b53209940b16ea0,f5f4622be7842fd0b9ecf263759a12d82d9886b037d1329057ac59870b467433,c87789cce23220246602be403a90d39e7b71ccf3233105a63b53209940b16ea0,8381c5677acb453d,6,person,source_verified,,,c87789cce23220246602be403a90d39e7b71ccf3233105a63b53209940b16ea0,full,,,,,,
open-images-test-56813f51a45c2352,open_images:test:56813f51a45c2352,open_images,56813f51a45c2352,,,,duplicate-524e7869be07ec46c5f2,positive,train,images/train/open-images-test-56813f51a45c2352.jpg,labels/train/open-images-test-56813f51a45c2352.txt,public_v2,cc98b8407747d5b1d1ce16d8b1951bd4e36dfd4c1ce4ffb96b14069da94b3066,e968f798d8b5c81175a0f06d9fe7fca04a773d561154170e41a993c52e9ca354,cc98b8407747d5b1d1ce16d8b1951bd4e36dfd4c1ce4ffb96b14069da94b3066,c8d2c5938d9d3bd0,2,bus;person,source_verified,,,cc98b8407747d5b1d1ce16d8b1951bd4e36dfd4c1ce4ffb96b14069da94b3066,full,,,,,,
open-images-test-56ab2365a1efc28d,open_images:test:56ab2365a1efc28d,open_images,56ab2365a1efc28d,,,,duplicate-1d49e852defa3a2f69ed,positive,train,images/train/open-images-test-56ab2365a1efc28d.jpg,labels/train/open-images-test-56ab2365a1efc28d.txt,public_v2,e0cb175d773d35be7b530ee21ad19189e9d611b18d456b098181c4abe9cfe01e,d575c2e13ce4b37dcca38595d7785436ad78ebb9fc7005c2efc10227ae061683,e0cb175d773d35be7b530ee21ad19189e9d611b18d456b098181c4abe9cfe01e,fa35056a984eb355,3,car;motorcycle,complete,,,e0cb175d773d35be7b530ee21ad19189e9d611b18d456b098181c4abe9cfe01e,full,,,,,,
open-images-test-56e486eefd5848dc,open_images:test:56e486eefd5848dc,open_images,56e486eefd5848dc,,,,duplicate-2c086d9c8be3f8a224c5,positive,train,images/train/open-images-test-56e486eefd5848dc.jpg,labels/train/open-images-test-56e486eefd5848dc.txt,public_v2,82b1b79c6d85b6b9f56b7cd88b05fef6ed08186ba82f118ea14c2b9f2da3cdc9,ad7dd53fb4b15a060197f5d7f7398cac314079e4cb3900c306d3c29fb60b5be7,82b1b79c6d85b6b9f56b7cd88b05fef6ed08186ba82f118ea14c2b9f2da3cdc9,f2196d378914336e,6,car;person;truck,source_verified,,,82b1b79c6d85b6b9f56b7cd88b05fef6ed08186ba82f118ea14c2b9f2da3cdc9,full,,,,,,
open-images-test-57af1ee82c32bd15,open_images:test:57af1ee82c32bd15,open_images,57af1ee82c32bd15,,,,duplicate-db2bf52947a1842b4afe,positive,train,images/train/open-images-test-57af1ee82c32bd15.jpg,labels/train/open-images-test-57af1ee82c32bd15.txt,public_v2,a86f60337fd46251e574324709b35bd89040977f8fbc344bf2b6c5063d9f25ac,9337798625f1dc7bb84215d8158033ebcd78ca71f123b43b0fd7ad69abceb02c,a86f60337fd46251e574324709b35bd89040977f8fbc344bf2b6c5063d9f25ac,e7ad283594789758,2,bus,source_verified,,,a86f60337fd46251e574324709b35bd89040977f8fbc344bf2b6c5063d9f25ac,full,,,,,,
open-images-test-57c2dbf41c6f4fef,open_images:test:57c2dbf41c6f4fef,open_images,57c2dbf41c6f4fef,,,,duplicate-0ac520f97665de7f996f,positive,val,images/val/open-images-test-57c2dbf41c6f4fef.jpg,labels/val/open-images-test-57c2dbf41c6f4fef.txt,public_v2,4d3aad9ae3d460f9f5324b5706953bc0c24914b9e8e78bfa6250b0bc648cbb2e,05dfab86a0a189eb4908699d557881ce754f9b59d2e17e9675676bbc82deb40a,4d3aad9ae3d460f9f5324b5706953bc0c24914b9e8e78bfa6250b0bc648cbb2e,8da4ceb3e46d3252,1,person,source_verified,,,4d3aad9ae3d460f9f5324b5706953bc0c24914b9e8e78bfa6250b0bc648cbb2e,full,,,,,,
open-images-test-58138b4ad1e4edfd,open_images:test:58138b4ad1e4edfd,open_images,58138b4ad1e4edfd,,,,duplicate-f7f02888e6fcdb83714b,positive,val,images/val/open-images-test-58138b4ad1e4edfd.jpg,labels/val/open-images-test-58138b4ad1e4edfd.txt,public_v2,66178fcc50677e52db6b634970797010e21b4afa7cbad95fbbcef314cd576cd8,e40130183056cf9efa2056c7117ddf0f8d9743fd40fba5b773eb1de90b596775,66178fcc50677e52db6b634970797010e21b4afa7cbad95fbbcef314cd576cd8,b18eca354cbb8e46,3,person,source_verified,,,66178fcc50677e52db6b634970797010e21b4afa7cbad95fbbcef314cd576cd8,full,,,,,,
open-images-test-586e7f5bf13412b3,open_images:test:586e7f5bf13412b3,open_images,586e7f5bf13412b3,,,,duplicate-c6b9dd7571858c3e7323,positive,train,images/train/open-images-test-586e7f5bf13412b3.jpg,labels/train/open-images-test-586e7f5bf13412b3.txt,public_v2,1b1bad71abbb77cb6c713ec6be646702f61dcad05ba0fb9552c0dd841093efc7,891bd7621412f929b51f1ce7e30a97daa45d671a963c52f162123285e33d6f31,1b1bad71abbb77cb6c713ec6be646702f61dcad05ba0fb9552c0dd841093efc7,b99bb994a64c4e61,10,bicycle;person,complete,,,1b1bad71abbb77cb6c713ec6be646702f61dcad05ba0fb9552c0dd841093efc7,full,,,,,,
open-images-test-588b0032da60a225,open_images:test:588b0032da60a225,open_images,588b0032da60a225,,,,duplicate-2a1644c483e2eb1d55c9,positive,train,images/train/open-images-test-588b0032da60a225.jpg,labels/train/open-images-test-588b0032da60a225.txt,public_v2,23b45fd3dfed2ff89f41ed8f607bf67e4a07042d5fe83a0de472f3bc7840c318,a5213e20b13e299f2cd4182406715ba8f883b50956677377b50cd9b1e178b84c,23b45fd3dfed2ff89f41ed8f607bf67e4a07042d5fe83a0de472f3bc7840c318,c91e5aa30fb425da,2,person,source_verified,,,23b45fd3dfed2ff89f41ed8f607bf67e4a07042d5fe83a0de472f3bc7840c318,full,,,,,,
open-images-test-58e627a85fc1ae69,open_images:test:58e627a85fc1ae69,open_images,58e627a85fc1ae69,,,,duplicate-89d04f5cffc0cd4e1136,positive,val,images/val/open-images-test-58e627a85fc1ae69.jpg,labels/val/open-images-test-58e627a85fc1ae69.txt,public_v2,e7417a235eeaa5c2826e33ea3eed42f7a3e9b864a0ff0c57cdcc13df990921cc,0e84810c1a07a8352c3f18157b872a39ad7b7f9e7927f3e7b05f72410329e718,e7417a235eeaa5c2826e33ea3eed42f7a3e9b864a0ff0c57cdcc13df990921cc,b797ec4ca6994870,3,bus;car,complete,,,e7417a235eeaa5c2826e33ea3eed42f7a3e9b864a0ff0c57cdcc13df990921cc,full,,,,,,
open-images-test-596e5152efae6084,open_images:test:596e5152efae6084,open_images,596e5152efae6084,,,,duplicate-54f794ebcedf737cd699,positive,train,images/train/open-images-test-596e5152efae6084.jpg,labels/train/open-images-test-596e5152efae6084.txt,public_v2,dcfdf344ba8709315ccc3f67ae3d96de3025dfe124af77e1984f2786cfb177cb,f02fb293f007cda948fc30ac5665c207f2dcec216e72d231ca7cc906c38acdfc,dcfdf344ba8709315ccc3f67ae3d96de3025dfe124af77e1984f2786cfb177cb,8f76c00db3235ccd,3,bus;car,source_verified,,,dcfdf344ba8709315ccc3f67ae3d96de3025dfe124af77e1984f2786cfb177cb,full,,,,,,
open-images-test-5a8f4428fa8e53c1,open_images:test:5a8f4428fa8e53c1,open_images,5a8f4428fa8e53c1,,,,duplicate-c055e838b33fc7ccfc7f,positive,train,images/train/open-images-test-5a8f4428fa8e53c1.jpg,labels/train/open-images-test-5a8f4428fa8e53c1.txt,public_v2,749b69d67c1169da4f9d62e6a26ef6d73453abeb53f789473a73faa80e1f8d6a,5b0e749017a96acda3da4d579a55ac83281bf06cbfda14193d7362962cb6c32c,749b69d67c1169da4f9d62e6a26ef6d73453abeb53f789473a73faa80e1f8d6a,c1403f37b0b56f58,3,car;truck,source_verified,,,749b69d67c1169da4f9d62e6a26ef6d73453abeb53f789473a73faa80e1f8d6a,full,,,,,,
open-images-test-5a9ece99e85d64b9,open_images:test:5a9ece99e85d64b9,open_images,5a9ece99e85d64b9,,,,duplicate-5b855237a8bfc89902a8,positive,train,images/train/open-images-test-5a9ece99e85d64b9.jpg,labels/train/open-images-test-5a9ece99e85d64b9.txt,public_v2,13fafd8672413c301dcc3643eb5fc9a6d61867cf925a47b85644f5abfdc2089c,960591088867ff59abc53526401b25d3c9893dbab76f0ceb8131a96dad6311af,13fafd8672413c301dcc3643eb5fc9a6d61867cf925a47b85644f5abfdc2089c,a4ae1bb58cccc34b,2,person;truck,complete,,,13fafd8672413c301dcc3643eb5fc9a6d61867cf925a47b85644f5abfdc2089c,full,,,,,,
open-images-test-5c10d610aac84184,open_images:test:5c10d610aac84184,open_images,5c10d610aac84184,,,,duplicate-f701d32285258241d8ad,positive,train,images/train/open-images-test-5c10d610aac84184.jpg,labels/train/open-images-test-5c10d610aac84184.txt,public_v2,fa0d7b109e3be5500b108e28e0115f983791fab8c24f43b982929cd547c256ab,41ffa352eaaf9b78b8e748f651072586fb048aa35d36bc70544b24608acb70a9,fa0d7b109e3be5500b108e28e0115f983791fab8c24f43b982929cd547c256ab,fa339c2dc6cac149,2,person,source_verified,,,fa0d7b109e3be5500b108e28e0115f983791fab8c24f43b982929cd547c256ab,full,,,,,,
open-images-test-5c6b5876873bd25a,open_images:test:5c6b5876873bd25a,open_images,5c6b5876873bd25a,,,,duplicate-ac5e4a3cc7cbc9e675d3,positive,train,images/train/open-images-test-5c6b5876873bd25a.jpg,labels/train/open-images-test-5c6b5876873bd25a.txt,public_v2,5e21db737d00b38938fcc07c1d0550baeacd060fbbf6fbc21783a55e064c20f1,c99c153f992f779aad9ade52fb8fde1cf8c2c39f83d5bb534f72cc923c0b7f52,5e21db737d00b38938fcc07c1d0550baeacd060fbbf6fbc21783a55e064c20f1,9e37ca164b6a9345,1,motorcycle,complete,,,5e21db737d00b38938fcc07c1d0550baeacd060fbbf6fbc21783a55e064c20f1,full,,,,,,
open-images-test-5c7826d0597e8724,open_images:test:5c7826d0597e8724,open_images,5c7826d0597e8724,,,,duplicate-e9598f489708cc9f958a,positive,train,images/train/open-images-test-5c7826d0597e8724.jpg,labels/train/open-images-test-5c7826d0597e8724.txt,public_v2,c57f7917921d695ecd1a5581c02610e004bc284a1c855c8a032a47854842ac7f,e7616c462bf7c5b9acaaabda38056185ca854d1ee10d270b0ce451920ecead83,c57f7917921d695ecd1a5581c02610e004bc284a1c855c8a032a47854842ac7f,e2caaaaaa9e54536,2,car;truck,source_verified,,,c57f7917921d695ecd1a5581c02610e004bc284a1c855c8a032a47854842ac7f,full,,,,,,
open-images-test-5dcabe0b0d51e7f9,open_images:test:5dcabe0b0d51e7f9,open_images,5dcabe0b0d51e7f9,,,,duplicate-ee169071ee0187f8ca80,positive,train,images/train/open-images-test-5dcabe0b0d51e7f9.jpg,labels/train/open-images-test-5dcabe0b0d51e7f9.txt,public_v2,2c96c4be9067ffd4eb7d3a9f692103ce7d4c8f6636900b5cded6cacabe0146c7,5a8bca245b7e5fdcf74a929c62ae673ccab46f59e3b030c8aca3bba80efa5d1d,2c96c4be9067ffd4eb7d3a9f692103ce7d4c8f6636900b5cded6cacabe0146c7,ca8b7b537163063c,2,person,source_verified,,,2c96c4be9067ffd4eb7d3a9f692103ce7d4c8f6636900b5cded6cacabe0146c7,full,,,,,,
open-images-test-5ddaf9c19c5291ce,open_images:test:5ddaf9c19c5291ce,open_images,5ddaf9c19c5291ce,,,,duplicate-d796bf57e81bebe67442,positive,train,images/train/open-images-test-5ddaf9c19c5291ce.jpg,labels/train/open-images-test-5ddaf9c19c5291ce.txt,public_v2,8fba4d62799c0c6fd553565e26ce4870f54ebdca6ca8d04c9f7332557095f4d0,e74fefdc25df325506572dae3e22110b4c3c24d97322136bda6a91d5c61d862a,8fba4d62799c0c6fd553565e26ce4870f54ebdca6ca8d04c9f7332557095f4d0,aee13524de7e8348,4,person,source_verified,,,8fba4d62799c0c6fd553565e26ce4870f54ebdca6ca8d04c9f7332557095f4d0,full,,,,,,
open-images-test-5dea6e36dfc75fbb,open_images:test:5dea6e36dfc75fbb,open_images,5dea6e36dfc75fbb,,,,duplicate-cd1f4e6d9db8246dd844,positive,train,images/train/open-images-test-5dea6e36dfc75fbb.jpg,labels/train/open-images-test-5dea6e36dfc75fbb.txt,public_v2,c4ab14911fb3465e6e479cce3eafaf781c25150ce15df69b2b586a5d47f3f02d,99b8a1692441f17dccb2b5180342805a3240de774e4a66a0058598fe2caaf020,c4ab14911fb3465e6e479cce3eafaf781c25150ce15df69b2b586a5d47f3f02d,e373e87a03689c87,3,car;person;truck,complete,,,c4ab14911fb3465e6e479cce3eafaf781c25150ce15df69b2b586a5d47f3f02d,full,,,,,,
open-images-test-5e0a6def2bc044c6,open_images:test:5e0a6def2bc044c6,open_images,5e0a6def2bc044c6,,,,duplicate-7750e498602c491017b4,positive,val,images/val/open-images-test-5e0a6def2bc044c6.jpg,labels/val/open-images-test-5e0a6def2bc044c6.txt,public_v2,cbf9abcd81ad1226b4d4ffb9faa744b08f3445917a88f35a54f236cd3032e2f6,123f497e7ee5600fe965b8380e278c70af1426d0e2bb7354408814ef1e351d85,cbf9abcd81ad1226b4d4ffb9faa744b08f3445917a88f35a54f236cd3032e2f6,9ff3e0d0f2720487,1,person,source_verified,,,cbf9abcd81ad1226b4d4ffb9faa744b08f3445917a88f35a54f236cd3032e2f6,full,,,,,,
open-images-test-5e3a978ab9c582de,open_images:test:5e3a978ab9c582de,open_images,5e3a978ab9c582de,,,,duplicate-00111e12af4b268f51e6,positive,val,images/val/open-images-test-5e3a978ab9c582de.jpg,labels/val/open-images-test-5e3a978ab9c582de.txt,public_v2,ea1d9da1ecbb8e623aee4187a9caefd0194f1914a200021db58d0e3dcc025e6f,3ca9cf206797804443abb236ef1d714ebe9b4cb2fa27aa7bb5fba9e1cfeb8c29,ea1d9da1ecbb8e623aee4187a9caefd0194f1914a200021db58d0e3dcc025e6f,8384c41309ecf77f,10,person,source_verified,,,ea1d9da1ecbb8e623aee4187a9caefd0194f1914a200021db58d0e3dcc025e6f,full,,,,,,
open-images-test-5e7249c258677d18,open_images:test:5e7249c258677d18,open_images,5e7249c258677d18,,,,duplicate-89efbaca3e060e0cdad9,positive,train,images/train/open-images-test-5e7249c258677d18.jpg,labels/train/open-images-test-5e7249c258677d18.txt,public_v2,6a7b84bda1648e979cc3626831805aa781c19f7ffaf79425b61f4fa34dfd7b8f,4f6c59abdf7de0025e0dce8b4eb3f406c8aa652c9ffcd31ded9a3c324f430eec,6a7b84bda1648e979cc3626831805aa781c19f7ffaf79425b61f4fa34dfd7b8f,c9c33274589bc3e6,1,person,source_verified,,,6a7b84bda1648e979cc3626831805aa781c19f7ffaf79425b61f4fa34dfd7b8f,full,,,,,,
open-images-test-5e9c983ecbe4af71,open_images:test:5e9c983ecbe4af71,open_images,5e9c983ecbe4af71,,,,duplicate-b3d1fd5e2ead7a641cef,positive,train,images/train/open-images-test-5e9c983ecbe4af71.jpg,labels/train/open-images-test-5e9c983ecbe4af71.txt,public_v2,a46cb09a4be43b346ccea5b60ea56374f852fc990fed5035107b312cb2d6d785,eeefa0745b968f902b768a20a82b264f36522549d9ffddfa49acd21f05ba1fc1,a46cb09a4be43b346ccea5b60ea56374f852fc990fed5035107b312cb2d6d785,a101d87eed307979,1,person,source_verified,,,a46cb09a4be43b346ccea5b60ea56374f852fc990fed5035107b312cb2d6d785,full,,,,,,
open-images-test-5eca4159ef3328cd,open_images:test:5eca4159ef3328cd,open_images,5eca4159ef3328cd,,,,duplicate-dad323c0672b8231c132,positive,train,images/train/open-images-test-5eca4159ef3328cd.jpg,labels/train/open-images-test-5eca4159ef3328cd.txt,public_v2,9325847f19e08245902505b7e6b3a8cf1a02c0be040ff25757e52928ab2c0511,65a08bb20dc82dea01999156a90c3864515c1401d1b63261dfbdc90483a46bd3,9325847f19e08245902505b7e6b3a8cf1a02c0be040ff25757e52928ab2c0511,9e9ede4e432391d0,3,bus;car,source_verified,,,9325847f19e08245902505b7e6b3a8cf1a02c0be040ff25757e52928ab2c0511,full,,,,,,
open-images-test-5eeb3f93a07fb208,open_images:test:5eeb3f93a07fb208,open_images,5eeb3f93a07fb208,,,,duplicate-7d9acf58e20a218e8456,positive,train,images/train/open-images-test-5eeb3f93a07fb208.jpg,labels/train/open-images-test-5eeb3f93a07fb208.txt,public_v2,dd6c3de5512bc1df6e8b6358166baf529a7b3049775b7a981ec915dd62a54ce0,0dd5b31a1675787e91accad298da5e7f2b0f05fbaa6a04ed40bd31a8489f830c,dd6c3de5512bc1df6e8b6358166baf529a7b3049775b7a981ec915dd62a54ce0,80afc279a277da8a,2,person;truck,source_verified,,,dd6c3de5512bc1df6e8b6358166baf529a7b3049775b7a981ec915dd62a54ce0,full,,,,,,
